"","yes","not","age","year","yards","tds","att","comp","playoff_games","playoff_wins","pb_games"
"1311","HarrJa01",6,29,1975,4610,29,647,345,3,1,1
"1312","HarrJa01",7,30,1976,6070,37,805,436,3,1,1
"1313","HarrJa01",8,31,1977,7310,42,1016,545,3,1,1
"1314","HarrJa01",9,32,1978,7828,44,1104,587,3,1,1
"1315","HarrJa01",10,33,1979,7866,44,1113,592,3,1,1
"1316","HarrJo00",1,25,2002,2294,12,429,215,0,0,0
"1317","HarrJo00",2,26,2003,5174,29,983,524,0,0,0
"1318","HarrJo00",3,27,2004,8221,48,1472,798,0,0,0
"1319","HarrJo00",4,28,2005,10242,60,1802,986,0,0,0
"1320","HarrJo00",5,29,2006,12478,72,2190,1209,0,0,0
"1321","HarrJo00",6,30,2007,14693,79,2538,1424,0,0,0
"1322","HartJi00",1,23,1966,29,0,11,4,0,0,0
"1323","HartJi00",2,24,1967,3037,19,408,196,0,0,0
"1324","HartJi00",3,25,1968,5096,34,724,336,0,0,0
"1325","HartJi00",4,26,1969,6182,40,893,420,0,0,0
"1326","HartJi00",5,27,1970,8757,54,1266,591,0,0,0
"1327","HartJi00",6,28,1971,10383,62,1509,701,0,0,0
"1328","HartJi00",7,29,1972,11240,67,1628,761,0,0,0
"1329","HartJi00",8,30,1973,13463,82,1948,939,0,0,0
"1330","HartJi00",9,31,1974,15874,102,2336,1139,1,0,1
"1331","HartJi00",10,32,1975,18381,121,2681,1321,2,0,2
"1332","HartJi00",11,33,1976,21327,139,3069,1539,2,0,3
"1333","HartJi00",12,34,1977,23869,152,3424,1725,2,0,4
"1334","HartJi00",13,35,1978,26990,168,3901,1965,2,0,4
"1335","HartJi00",14,36,1979,29208,177,4279,2159,2,0,4
"1336","HartJi00",15,37,1980,32154,193,4704,2387,2,0,4
"1337","HartJi00",16,38,1981,33848,204,4945,2521,2,0,4
"1338","HartJi00",17,39,1982,34047,205,4978,2540,2,0,4
"1339","HartJi00",18,40,1983,34639,209,5069,2590,2,0,4
"1340","HartJi00",19,41,1984,34665,209,5076,2593,2,0,4
"1341","HassMa00",1,25,1999,41,1,10,3,0,0,0
"1342","HassMa00",2,26,2000,145,2,29,13,0,0,0
"1343","HassMa00",3,27,2001,2168,9,350,189,0,0,0
"1344","HassMa00",4,28,2002,5243,24,769,456,0,0,0
"1345","HassMa00",5,29,2003,9084,50,1282,769,1,0,1
"1346","HassMa00",6,30,2004,12466,72,1756,1048,2,0,1
"1347","HassMa00",7,31,2005,15925,96,2205,1342,5,2,2
"1348","HassMa00",8,32,2006,18367,114,2576,1552,7,3,2
"1349","HassMa00",9,33,2007,22333,142,3138,1904,9,4,3
"1350","HassMa00",10,34,2008,23549,147,3347,2013,9,4,3
"1351","HassMa00",11,35,2009,26578,164,3835,2306,9,4,3
"1352","HassMa00",12,36,2010,29579,176,4279,2572,11,5,3
"1353","HassMa00",13,37,2011,33150,194,4797,2891,11,5,3
"1354","HassMa00",14,38,2012,34517,201,5018,3029,11,5,3
"1355","HassMa00",15,39,2013,34647,201,5030,3036,11,5,3
"1356","HassMa00",16,40,2014,34948,203,5074,3066,11,5,3
"1357","HassMa00",17,41,2015,36638,212,5330,3222,11,5,3
"1358","HebeBo00",1,26,1985,1208,5,181,97,0,0,0
"1359","HebeBo00",2,27,1986,1706,7,260,138,0,0,0
"1360","HebeBo00",3,28,1987,3825,22,554,302,1,0,0
"1361","HebeBo00",4,29,1988,6981,42,1032,582,1,0,0
"1362","HebeBo00",5,30,1989,9667,57,1385,804,1,0,0
"1363","HebeBo00",6,31,1990,9667,57,1385,804,1,0,0
"1364","HebeBo00",7,32,1991,11343,66,1633,953,2,0,0
"1365","HebeBo00",8,33,1992,14630,85,2055,1202,3,0,0
"1366","HebeBo00",9,34,1993,17608,109,2485,1465,3,0,1
"1367","HebeBo00",10,35,1994,18218,111,2588,1517,3,0,1
"1368","HebeBo00",11,36,1995,18531,113,2633,1545,3,0,1
"1369","HebeBo00",12,37,1996,21683,135,3121,1839,3,0,1
"1370","HeinTa00",1,25,2017,10,0,1,1,0,0,0
"1371","HeinTa00",2,26,2018,330,1,58,36,0,0,0
"1372","HeinTa00",3,27,2019,330,1,58,36,0,0,0
"1373","HeinTa00",4,28,2020,467,2,77,48,1,0,0
"1374","HeinTa00",5,29,2021,3886,22,571,369,1,0,0
"1375","HennCh01",1,24,2008,67,0,12,7,0,0,0
"1376","HennCh01",2,25,2009,2945,12,463,281,0,0,0
"1377","HennCh01",3,26,2010,6246,27,953,582,0,0,0
"1378","HennCh01",4,27,2011,7114,31,1065,646,0,0,0
"1379","HennCh01",5,28,2012,9198,42,1373,812,0,0,0
"1380","HennCh01",6,29,2013,12439,55,1876,1117,0,0,0
"1381","HennCh01",7,30,2014,12931,58,1954,1159,0,0,0
"1382","HennCh01",8,31,2015,12931,58,1954,1159,0,0,0
"1383","HennCh01",9,32,2016,12931,58,1954,1159,0,0,0
"1384","HennCh01",10,33,2017,12931,58,1956,1159,0,0,0
"1385","HennCh01",11,34,2018,12960,58,1959,1161,0,0,0
"1386","HennCh01",12,35,2019,12960,58,1959,1161,0,0,0
"1387","HennCh01",13,36,2020,13208,60,1997,1189,0,0,0
"1388","HennCh01",14,37,2021,13290,60,2013,1200,0,0,0
"1389","HerbJu00",1,23,2020,4336,31,595,396,0,0,0
"1390","HerbJu00",2,24,2021,9350,69,1267,839,0,0,1
"1391","HerrMa00",1,24,1982,421,1,60,32,0,0,0
"1392","HerrMa00",2,25,1983,677,1,96,50,0,0,0
"1393","HerrMa00",3,26,1984,1029,2,152,79,0,0,0
"1394","HerrMa00",4,27,1985,2566,12,353,211,0,0,0
"1395","HerrMa00",5,28,1986,3193,14,450,262,0,0,0
"1396","HerrMa00",6,29,1987,3598,15,507,299,0,0,0
"1397","HerrMa00",7,30,1988,3636,15,512,303,0,0,0
"1398","HerrMa00",8,31,1989,3695,15,517,307,0,0,0
"1399","HerrMa00",9,32,1990,3701,15,518,308,0,0,0
"1400","HerrMa00",10,33,1991,3838,15,537,319,0,0,0
"1401","HerrMa00",11,34,1992,4015,16,561,334,0,0,0
"1402","HillKi00",1,23,1958,18,0,9,1,0,0,0
"1403","HillKi00",2,24,1959,1033,7,190,83,0,0,0
"1404","HillKi00",3,25,1960,1238,8,245,103,0,0,0
"1405","HillKi00",4,26,1961,1339,10,257,109,0,0,0
"1406","HillKi00",5,27,1962,1700,10,318,140,0,0,0
"1407","HillKi00",6,28,1963,2913,20,504,231,0,0,0
"1408","HillKi00",7,29,1964,3554,23,592,280,0,0,0
"1409","HillKi00",8,30,1965,4411,28,705,340,0,0,0
"1410","HillKi00",9,31,1966,4982,33,802,393,0,0,0
"1411","HillKi00",10,32,1967,5015,34,809,395,0,0,0
"1412","HillKi00",11,33,1968,5546,37,880,428,0,0,0
"1413","HillKi00",12,34,1969,5553,37,881,429,0,0,0
"1414","HillSh00",1,28,2007,501,5,79,54,0,0,0
"1415","HillSh00",2,29,2008,2547,18,367,235,0,0,0
"1416","HillSh00",3,30,2009,3490,23,522,322,0,0,0
"1417","HillSh00",4,31,2010,6176,39,938,579,0,0,0
"1418","HillSh00",5,32,2011,6209,39,941,581,0,0,0
"1419","HillSh00",6,33,2012,6381,41,954,591,0,0,0
"1420","HillSh00",7,34,2013,6381,41,954,591,0,0,0
"1421","HillSh00",8,35,2014,8038,49,1183,736,0,0,0
"1422","HillSh00",9,36,2015,8053,49,1190,738,0,0,0
"1423","HillSh00",10,37,2016,8295,49,1225,757,0,0,0
"1424","HippEr00",1,25,1981,2358,14,279,140,0,0,0
"1425","HippEr00",2,26,1982,2769,16,365,176,1,0,0
"1426","HippEr00",3,27,1983,5346,28,752,380,1,0,0
"1427","HippEr00",4,28,1984,5592,29,790,396,1,0,0
"1428","HippEr00",5,29,1985,8544,46,1196,619,1,0,0
"1429","HippEr00",6,30,1986,10463,55,1501,811,1,0,0
"1430","HippEr00",7,31,1987,10463,55,1501,811,1,0,0
"1431","HippEr00",8,32,1988,10621,55,1528,823,1,0,0
"1432","HippEr00",9,33,1989,10711,55,1546,830,1,0,0
"1433","HobeBi00",1,25,1995,540,6,80,44,0,0,0
"1434","HobeBi00",2,26,1996,1207,10,184,101,0,0,0
"1435","HobeBi00",3,27,1997,2231,16,345,179,0,0,0
"1436","HobeBi00",4,28,1998,2401,17,368,190,0,0,0
"1437","HobeBi00",5,29,1999,3371,23,527,275,0,0,0
"1438","HogeGa00",1,25,1982,45,0,8,3,0,0,0
"1439","HogeGa00",2,26,1983,206,1,25,14,0,0,0
"1440","HogeGa00",3,27,1984,2572,8,392,209,0,0,0
"1441","HogeGa00",4,28,1985,3550,13,518,279,0,0,0
"1442","HogeGa00",5,29,1986,4704,19,662,364,0,0,0
"1443","HogeGa00",6,30,1987,5849,28,830,463,0,0,0
"1444","HogeGa00",7,31,1988,6845,35,961,539,0,0,0
"1445","HogeGa00",8,32,1989,9436,49,1325,743,0,0,0
"1446","HolcKe00",1,25,1997,454,1,73,45,0,0,0
"1447","HolcKe00",2,26,1998,454,1,73,45,0,0,0
"1448","HolcKe00",3,27,1999,454,1,73,45,0,0,0
"1449","HolcKe00",4,28,2000,454,1,73,45,0,0,0
"1450","HolcKe00",5,29,2001,568,2,85,52,0,0,0
"1451","HolcKe00",6,30,2002,1358,10,191,116,1,0,0
"1452","HolcKe00",7,31,2003,3155,20,493,309,1,0,0
"1453","HolcKe00",8,32,2004,3892,27,580,368,1,0,0
"1454","HolcKe00",9,33,2005,5401,37,810,523,1,0,0
"1455","HolcKe00",10,34,2006,5401,37,810,523,1,0,0
"1456","HolcKe00",11,35,2007,5916,39,893,565,1,0,0
"1457","HostJe00",1,28,1988,244,1,29,16,0,0,0
"1458","HostJe00",2,29,1989,538,4,68,36,0,0,0
"1459","HostJe00",3,30,1990,1152,7,155,83,3,3,0
"1460","HostJe00",4,31,1991,3184,12,440,262,3,3,0
"1461","HostJe00",5,32,1992,4409,20,632,365,3,3,0
"1462","HostJe00",6,33,1993,7651,34,1051,601,5,4,0
"1463","HostJe00",7,34,1994,10985,54,1506,864,5,4,1
"1464","HostJe00",8,35,1995,12983,66,1792,1036,5,4,1
"1465","HostJe00",9,36,1996,15531,89,2194,1278,5,4,1
"1466","HostJe00",10,37,1997,16430,94,2338,1357,5,4,1
"1467","HoyeBr00",1,25,2009,142,0,27,19,0,0,0
"1468","HoyeBr00",2,26,2010,264,1,42,26,0,0,0
"1469","HoyeBr00",3,27,2011,286,1,43,27,0,0,0
"1470","HoyeBr00",4,28,2012,616,2,96,57,0,0,0
"1471","HoyeBr00",5,29,2013,1231,7,192,114,0,0,0
"1472","HoyeBr00",6,30,2014,4557,19,630,356,0,0,0
"1473","HoyeBr00",7,31,2015,7163,38,999,580,1,0,0
"1474","HoyeBr00",8,32,2016,8608,44,1199,714,1,0,0
"1475","HoyeBr00",9,33,2017,9895,48,1410,837,1,0,0
"1476","HoyeBr00",10,34,2018,9902,48,1412,838,1,0,0
"1477","HoyeBr00",11,35,2019,10274,52,1477,873,1,0,0
"1478","HoyeBr00",12,36,2020,10404,52,1501,888,1,0,0
"1479","HoyeBr00",13,37,2021,10631,53,1512,897,1,0,0
"1480","HuarDa00",1,26,1998,85,0,9,6,0,0,0
"1481","HuarDa00",2,27,1999,1373,8,225,131,0,0,0
"1482","HuarDa00",3,28,2000,1691,9,288,170,0,0,0
"1483","HuarDa00",4,29,2001,1691,9,288,170,0,0,0
"1484","HuarDa00",5,30,2002,1691,9,288,170,0,0,0
"1485","HuarDa00",6,31,2003,1691,9,289,170,0,0,0
"1486","HuarDa00",7,32,2004,1691,9,289,170,0,0,0
"1487","HuarDa00",8,33,2005,1691,9,289,170,0,0,0
"1488","HuarDa00",9,34,2006,3569,20,533,318,0,0,0
"1489","HuarDa00",10,35,2007,5826,31,865,524,0,0,0
"1490","HuarDa00",11,36,2008,6303,33,946,574,0,0,0
"1491","HuffGa00",1,23,1973,525,3,126,54,0,0,0
"1492","HuffGa00",2,24,1974,2188,9,409,196,0,0,0
"1493","HuffGa00",3,25,1975,3271,12,614,310,0,0,0
"1494","HuffGa00",4,26,1976,3271,12,614,310,0,0,0
"1495","HuffGa00",5,27,1977,4160,15,752,377,0,0,0
"1496","HuffGa00",6,28,1978,4329,16,788,392,0,0,0
"1497","HumpSt00",1,25,1989,91,1,10,5,0,0,0
"1498","HumpSt00",2,26,1990,1106,4,166,96,0,0,0
"1499","HumpSt00",3,27,1991,1106,4,166,96,0,0,0
"1500","HumpSt00",4,28,1992,4462,20,620,359,2,1,0
"1501","HumpSt00",5,29,1993,6443,32,944,532,2,1,0
"1502","HumpSt00",6,30,1994,9652,49,1397,796,5,3,0
"1503","HumpSt00",7,31,1995,13033,66,1875,1078,6,3,0
"1504","HumpSt00",8,32,1996,15703,84,2291,1310,6,3,0
"1505","HumpSt00",9,33,1997,17191,89,2516,1431,6,3,0
"1506","HuntSc00",1,25,1971,1210,7,163,75,0,0,0
"1507","HuntSc00",2,26,1972,2462,13,362,161,1,0,0
"1508","HuntSc00",3,27,1973,2904,15,446,196,1,0,0
"1509","HuntSc00",4,28,1974,2904,15,446,196,1,0,0
"1510","HuntSc00",5,29,1975,2904,15,446,196,1,0,0
"1511","HuntSc00",6,30,1976,3537,20,556,247,1,0,0
"1512","HuntSc00",7,31,1977,4435,22,707,317,1,0,0
"1513","HuntSc00",8,32,1978,4435,22,707,317,1,0,0
"1514","HuntSc00",9,33,1979,4756,23,748,335,1,0,0
"1515","HurtJa00",1,23,2020,1061,6,148,77,0,0,0
"1516","HurtJa00",2,24,2021,4205,22,580,342,1,0,0
"1517","JackLa00",1,22,2018,1201,6,170,99,1,0,0
"1518","JackLa00",2,23,2019,4328,42,571,364,2,0,1
"1519","JackLa00",3,24,2020,7085,68,947,606,4,1,1
"1520","JackLa00",4,25,2021,9967,84,1329,852,4,1,2
"1521","JackTa00",1,24,2006,475,2,81,47,0,0,0
"1522","JackTa00",2,25,2007,2386,11,375,218,0,0,0
"1523","JackTa00",3,26,2008,3442,20,524,306,1,0,0
"1524","JackTa00",4,27,2009,3643,21,545,320,1,0,0
"1525","JackTa00",5,28,2010,3984,24,603,354,1,0,0
"1526","JackTa00",6,29,2011,7075,38,1053,625,1,0,0
"1527","JackTa00",7,30,2012,7075,38,1053,625,1,0,0
"1528","JackTa00",8,31,2013,7226,39,1066,635,1,0,0
"1529","JackTa00",9,32,2014,7226,39,1067,636,1,0,0
"1530","JackTa00",10,33,2015,7263,39,1073,640,1,0,0
"1531","JawoRo00",1,24,1974,144,0,24,10,0,0,0
"1532","JawoRo00",2,25,1975,446,0,72,34,1,1,0
"1533","JawoRo00",3,26,1976,719,1,124,54,1,1,0
"1534","JawoRo00",4,27,1977,2902,19,470,220,1,1,0
"1535","JawoRo00",5,28,1978,5389,35,868,426,2,1,0
"1536","JawoRo00",6,29,1979,8058,53,1242,616,4,2,0
"1537","JawoRo00",7,30,1980,11587,80,1693,873,7,4,1
"1538","JawoRo00",8,31,1981,14682,103,2154,1123,8,4,1
"1539","JawoRo00",9,32,1982,16758,115,2440,1290,8,4,1
"1540","JawoRo00",10,33,1983,20073,135,2886,1525,8,4,1
"1541","JawoRo00",11,34,1984,22827,151,3313,1759,8,4,1
"1542","JawoRo00",12,35,1985,26277,168,3797,2014,8,4,1
"1543","JawoRo00",13,36,1986,27682,176,4042,2142,8,4,1
"1544","JawoRo00",14,37,1987,27682,176,4042,2142,8,4,1
"1545","JawoRo00",15,38,1988,27805,177,4056,2151,8,4,1
"1546","JawoRo00",16,39,1989,28190,179,4117,2187,8,4,1
"1547","JohnBr00",1,27,1994,150,0,37,22,0,0,0
"1548","JohnBr00",2,28,1995,422,0,73,47,0,0,0
"1549","JohnBr00",3,29,1996,2680,17,384,242,1,0,0
"1550","JohnBr00",4,30,1997,5716,37,836,517,1,0,0
"1551","JohnBr00",5,31,1998,6463,44,937,582,1,0,0
"1552","JohnBr00",6,32,1999,10468,68,1456,898,3,1,1
"1553","JohnBr00",7,33,2000,12973,79,1821,1126,3,1,1
"1554","JohnBr00",8,34,2001,16379,92,2380,1466,4,1,1
"1555","JohnBr00",9,35,2002,19428,114,2831,1747,7,4,2
"1556","JohnBr00",10,36,2003,23239,140,3401,2101,7,4,2
"1557","JohnBr00",11,37,2004,23913,143,3504,2166,7,4,2
"1558","JohnBr00",12,38,2005,25798,155,3798,2350,7,4,2
"1559","JohnBr00",13,39,2006,28548,164,4237,2620,7,4,2
"1560","JohnBr00",14,40,2007,28627,164,4248,2627,7,4,2
"1561","JohnBr00",15,41,2008,29054,166,4326,2668,7,4,2
"1562","JohnCh02",1,24,1961,51,0,13,5,0,0,0
"1563","JohnCh02",2,25,1962,2491,16,321,155,0,0,0
"1564","JohnCh02",3,26,1963,5771,44,744,377,0,0,1
"1565","JohnCh02",4,27,1964,8816,65,1164,600,0,0,1
"1566","JohnCh02",5,28,1965,11255,83,1486,755,0,0,1
"1567","JohnCh02",6,29,1966,12589,93,1691,858,0,0,1
"1568","JohnCh02",7,30,1967,12751,94,1720,870,0,0,1
"1569","JohnCh02",8,31,1968,13081,95,1787,899,0,0,1
"1570","JohnCh02",9,32,1969,14928,108,2047,1030,0,0,1
"1571","JohnCh02",10,33,1970,16580,115,2328,1174,0,0,1
"1572","JohnCh02",11,34,1971,17172,118,2422,1220,0,0,1
"1573","JohnCh02",12,35,1972,18955,132,2660,1352,0,0,1
"1574","JohnCh02",13,36,1973,21420,152,3006,1536,0,0,1
"1575","JohnCh02",14,37,1974,23389,165,3250,1672,0,0,1
"1576","JohnCh02",15,38,1975,24410,170,3392,1737,0,0,1
"1577","JohnRa00",1,23,1966,1795,12,295,129,0,0,0
"1578","JohnRa00",2,24,1967,3415,22,583,271,0,0,0
"1579","JohnRa00",3,25,1968,4307,24,739,344,0,0,0
"1580","JohnRa00",4,26,1969,5095,32,832,395,0,0,0
"1581","JohnRa00",5,27,1970,5538,34,904,435,0,0,0
"1582","JohnRa00",6,28,1971,6015,37,978,476,0,0,0
"1583","JohnRa00",7,29,1972,6245,40,995,486,0,0,0
"1584","JohnRa00",8,30,1973,7524,47,1172,585,0,0,0
"1585","JohnRa00",9,31,1974,7524,47,1172,585,0,0,0
"1586","JohnRa00",10,32,1975,8080,51,1251,626,0,0,0
"1587","JohnRa00",11,33,1976,8329,51,1286,647,0,0,0
"1588","JohnRo00",1,23,1995,24,0,7,3,0,0,0
"1589","JohnRo00",2,24,1996,24,0,7,3,0,0,0
"1590","JohnRo00",3,25,1997,368,2,35,25,0,0,0
"1591","JohnRo00",4,26,1998,1278,10,142,92,0,0,0
"1592","JohnRo00",5,27,1999,1576,12,176,117,1,0,0
"1593","JohnRo00",6,28,2000,3701,24,482,292,1,0,0
"1594","JohnRo00",7,29,2001,5166,29,698,426,1,0,0
"1595","JohnRo00",8,30,2002,5702,30,786,483,1,0,0
"1596","JohnRo00",9,31,2003,5795,30,806,494,1,0,0
"1597","JoneBe00",1,23,1973,539,4,108,43,0,0,0
"1598","JoneBe00",2,24,1974,2149,12,378,186,0,0,0
"1599","JoneBe00",3,25,1975,4632,30,722,389,1,0,0
"1600","JoneBe00",4,26,1976,7736,54,1065,596,2,0,1
"1601","JoneBe00",5,27,1977,10422,71,1458,820,3,0,1
"1602","JoneBe00",6,28,1978,10792,75,1500,847,3,0,1
"1603","JoneBe00",7,29,1979,11435,78,1592,890,3,0,1
"1604","JoneBe00",8,30,1980,14569,101,2038,1138,3,0,1
"1605","JoneBe00",9,31,1981,17663,122,2464,1382,3,0,1
"1606","JoneBe00",10,32,1982,18190,124,2551,1430,3,0,1
"1607","JoneDa05",1,23,2019,3027,24,459,284,0,0,0
"1608","JoneDa05",2,24,2020,5970,35,907,564,0,0,0
"1609","JoneDa05",3,25,2021,8398,45,1268,796,0,0,0
"1610","JurgSo00",1,24,1957,470,5,70,33,0,0,0
"1611","JurgSo00",2,25,1958,729,5,92,45,0,0,0
"1612","JurgSo00",3,26,1959,756,6,97,48,0,0,0
"1613","JurgSo00",4,27,1960,1242,11,141,72,0,0,0
"1614","JurgSo00",5,28,1961,4965,43,557,307,0,0,1
"1615","JurgSo00",6,29,1962,8226,65,923,503,0,0,1
"1616","JurgSo00",7,30,1963,9639,76,1107,602,0,0,1
"1617","JurgSo00",8,31,1964,12573,100,1492,809,0,0,2
"1618","JurgSo00",9,32,1965,14940,115,1848,999,0,0,2
"1619","JurgSo00",10,33,1966,18149,143,2284,1253,0,0,3
"1620","JurgSo00",11,34,1967,21896,174,2792,1541,0,0,4
"1621","JurgSo00",12,35,1968,23876,191,3084,1708,0,0,4
"1622","JurgSo00",13,36,1969,26978,213,3526,1982,0,0,5
"1623","JurgSo00",14,37,1970,29332,236,3863,2184,0,0,5
"1624","JurgSo00",15,38,1971,29502,236,3891,2200,0,0,5
"1625","JurgSo00",16,39,1972,30135,238,3950,2239,0,0,5
"1626","JurgSo00",17,40,1973,31039,244,4095,2326,0,0,5
"1627","JurgSo00",18,41,1974,32224,255,4262,2433,0,0,5
"1628","KaepCo00",1,25,2011,35,0,5,3,0,0,0
"1629","KaepCo00",2,26,2012,1849,10,223,139,3,2,0
"1630","KaepCo00",3,27,2013,5046,31,639,382,6,4,0
"1631","KaepCo00",4,28,2014,8415,50,1117,671,6,4,0
"1632","KaepCo00",5,29,2015,10030,56,1361,815,6,4,0
"1633","KaepCo00",6,30,2016,12271,72,1692,1011,6,4,0
"1634","KaneDa00",1,24,1996,227,1,60,23,0,0,0
"1635","KaneDa00",2,25,1997,1967,12,354,179,1,0,0
"1636","KaneDa00",3,26,1998,3570,23,653,339,1,0,0
"1637","KaneDa00",4,27,1999,4163,27,737,381,1,0,0
"1638","KaneDa00",5,28,2000,4687,29,853,438,1,0,0
"1639","KaneDa00",6,29,2001,4687,29,853,438,1,0,0
"1640","KaneDa00",7,30,2002,4687,29,853,438,1,0,0
"1641","KaneDa00",8,31,2003,5129,31,956,491,1,0,0
"1642","KappJo00",1,30,1967,1386,8,214,102,0,0,0
"1643","KappJo00",2,31,1968,3081,18,462,231,1,0,0
"1644","KappJo00",3,32,1969,4807,37,699,351,4,2,1
"1645","KappJo00",4,33,1970,5911,40,918,449,4,2,1
"1646","KeenCa00",1,26,2013,1760,9,253,137,0,0,0
"1647","KeenCa00",2,27,2014,2195,11,330,182,0,0,0
"1648","KeenCa00",3,28,2015,3023,15,455,258,0,0,0
"1649","KeenCa00",4,29,2016,5224,24,777,454,0,0,0
"1650","KeenCa00",5,30,2017,8771,46,1258,779,2,1,0
"1651","KeenCa00",6,31,2018,12661,64,1844,1144,2,1,0
"1652","KeenCa00",7,32,2019,14368,75,2091,1304,2,1,0
"1653","KeenCa00",8,33,2020,14414,75,2101,1309,2,1,0
"1654","KeenCa00",9,34,2021,14876,78,2173,1356,2,1,0
"1655","KellJi00",1,27,1986,3593,22,480,285,0,0,0
"1656","KellJi00",2,28,1987,6391,41,899,535,0,0,1
"1657","KellJi00",3,29,1988,9771,56,1351,804,2,1,2
"1658","KellJi00",4,30,1989,12901,81,1742,1032,3,1,2
"1659","KellJi00",5,31,1990,15730,105,2088,1251,6,3,3
"1660","KellJi00",6,32,1991,19574,138,2562,1555,9,5,4
"1661","KellJi00",7,33,1992,23031,161,3024,1824,11,6,5
"1662","KellJi00",8,34,1993,26413,179,3494,2112,14,8,5
"1663","KellJi00",9,35,1994,29527,201,3942,2397,14,8,5
"1664","KellJi00",10,36,1995,32657,223,4400,2652,16,9,5
"1665","KellJi00",11,37,1996,35467,237,4779,2874,17,9,5
"1666","KempJe00",1,23,1981,25,0,6,2,0,0,0
"1667","KempJe00",2,24,1982,25,0,6,2,0,0,0
"1668","KempJe00",3,25,1983,160,1,31,14,0,0,0
"1669","KempJe00",4,26,1984,2181,14,315,157,1,0,0
"1670","KempJe00",5,27,1985,2395,14,353,173,1,0,0
"1671","KempJe00",6,28,1986,3949,25,553,292,1,0,0
"1672","KempJe00",7,29,1987,4345,30,586,315,1,0,0
"1673","KempJe00",8,30,1988,4477,30,621,328,1,0,0
"1674","KempJe00",9,31,1989,4477,30,621,328,1,0,0
"1675","KempJe00",10,32,1990,4477,30,621,328,1,0,0
"1676","KempJe00",11,33,1991,6230,39,916,479,1,0,0
"1677","KennBi00",1,26,1980,542,5,69,37,0,0,0
"1678","KennBi00",2,27,1981,2525,14,343,184,0,0,0
"1679","KennBi00",3,28,1982,3717,21,512,279,0,0,0
"1680","KennBi00",4,29,1983,8065,45,1115,625,0,0,1
"1681","KennBi00",5,30,1984,10163,60,1397,776,0,0,1
"1682","KennBi00",6,31,1985,12699,77,1735,957,0,0,1
"1683","KennBi00",7,32,1986,14621,90,2043,1118,0,0,1
"1684","KennBi00",8,33,1987,16728,105,2316,1272,0,0,1
"1685","KennBi00",9,34,1988,17277,105,2430,1330,0,0,1
"1686","KilmBi00",1,23,1961,286,0,34,19,0,0,0
"1687","KilmBi00",2,24,1962,477,1,47,27,0,0,0
"1688","KilmBi00",3,25,1963,477,1,47,27,0,0,0
"1689","KilmBi00",4,26,1964,569,2,61,35,0,0,0
"1690","KilmBi00",5,27,1965,569,2,61,35,0,0,0
"1691","KilmBi00",6,28,1966,653,2,77,40,0,0,0
"1692","KilmBi00",7,29,1967,1994,8,281,137,0,0,0
"1693","KilmBi00",8,30,1968,4054,23,596,304,0,0,0
"1694","KilmBi00",9,31,1969,6586,43,956,497,0,0,0
"1695","KilmBi00",10,32,1970,8143,49,1193,632,0,0,0
"1696","KilmBi00",11,33,1971,10364,62,1499,798,1,0,0
"1697","KilmBi00",12,34,1972,12012,81,1724,918,4,2,1
"1698","KilmBi00",13,35,1973,13668,95,1951,1040,5,2,1
"1699","KilmBi00",14,36,1974,15300,105,2185,1177,6,2,1
"1700","KilmBi00",15,37,1975,17740,128,2531,1355,6,2,1
"1701","KilmBi00",16,38,1976,18992,140,2737,1463,7,2,1
"1702","KilmBi00",17,39,1977,20179,148,2938,1562,7,2,1
"1703","KilmBi00",18,40,1978,20495,152,2984,1585,7,2,1
"1704","KingSh00",1,23,1999,875,7,146,89,2,1,0
"1705","KingSh00",2,24,2000,3644,25,574,322,3,1,0
"1706","KingSh00",3,25,2001,3854,25,605,343,3,1,0
"1707","KingSh00",4,26,2002,3934,25,632,353,3,1,0
"1708","KingSh00",5,27,2003,4064,26,654,368,3,1,0
"1709","KingSh00",6,28,2004,4566,27,738,415,3,1,0
"1710","KitnJo00",1,26,1997,371,1,45,31,0,0,0
"1711","KitnJo00",2,27,1998,1548,8,217,129,0,0,0
"1712","KitnJo00",3,28,1999,4894,31,712,399,1,0,0
"1713","KitnJo00",4,29,2000,7552,49,1130,658,1,0,0
"1714","KitnJo00",5,30,2001,10768,61,1711,971,1,0,0
"1715","KitnJo00",6,31,2002,13946,77,2184,1265,1,0,0
"1716","KitnJo00",7,32,2003,17537,103,2704,1589,1,0,0
"1717","KitnJo00",8,33,2004,18160,108,2808,1650,1,0,0
"1718","KitnJo00",9,34,2005,18259,108,2837,1667,1,0,0
"1719","KitnJo00",10,35,2006,22467,129,3433,2039,1,0,0
"1720","KitnJo00",11,36,2007,26535,147,3994,2394,1,0,0
"1721","KitnJo00",12,37,2008,27293,152,4114,2462,1,0,0
"1722","KitnJo00",13,38,2009,27293,152,4114,2462,1,0,0
"1723","KitnJo00",14,39,2010,29658,168,4432,2671,1,0,0
"1724","KitnJo00",15,40,2011,29745,169,4442,2677,1,0,0
"1725","KizeDe00",1,22,2017,2894,11,476,255,0,0,0
"1726","KizeDe00",2,23,2018,3081,11,518,275,0,0,0
"1727","KlinDa00",1,24,1992,530,3,98,47,0,0,0
"1728","KlinDa00",2,25,1993,2465,9,441,237,0,0,0
"1729","KlinDa00",3,26,1994,3792,15,672,368,0,0,0
