"","yes","not","age","year","yards","tds","att","comp","playoff_games","playoff_wins","pb_games"
"895","FavrBr00",9,31,1999,30894,235,4351,2659,14,9,5
"896","FavrBr00",10,32,2000,34706,255,4931,2997,14,9,5
"897","FavrBr00",11,33,2001,38627,287,5441,3311,16,10,6
"898","FavrBr00",12,34,2002,42285,314,5992,3652,17,10,7
"899","FavrBr00",13,35,2003,45646,346,6463,3960,19,11,8
"900","FavrBr00",14,36,2004,49734,376,7003,4306,20,11,8
"901","FavrBr00",15,37,2005,53615,396,7610,4678,20,11,8
"902","FavrBr00",16,38,2006,57500,414,8223,5021,20,11,8
"903","FavrBr00",17,39,2007,61655,442,8758,5377,22,12,9
"904","FavrBr00",18,40,2008,65127,464,9280,5720,22,12,10
"905","FavrBr00",19,41,2009,69329,497,9811,6083,24,13,11
"906","FavrBr00",20,42,2010,71838,508,10169,6300,24,13,11
"907","FergJo00",1,24,1973,939,4,164,73,0,0,0
"908","FergJo00",2,25,1974,2527,16,396,192,1,0,0
"909","FergJo00",3,26,1975,4953,41,717,361,1,0,0
"910","FergJo00",4,27,1976,6039,50,868,435,1,0,0
"911","FergJo00",5,28,1977,8842,62,1325,656,1,0,0
"912","FergJo00",6,29,1978,10978,78,1655,831,1,0,0
"913","FergJo00",7,30,1979,14550,92,2113,1069,1,0,0
"914","FergJo00",8,31,1980,17355,112,2552,1320,2,0,0
"915","FergJo00",9,32,1981,21007,136,3050,1572,4,1,0
"916","FergJo00",10,33,1982,22604,143,3314,1716,4,1,0
"917","FergJo00",11,34,1983,25599,169,3822,1997,4,1,0
"918","FergJo00",12,35,1984,27590,181,4166,2188,4,1,0
"919","FergJo00",13,36,1985,27954,183,4220,2219,4,1,0
"920","FergJo00",14,37,1986,28895,190,4375,2292,4,1,0
"921","FergJo00",15,38,1987,28895,190,4375,2292,4,1,0
"922","FergJo00",16,39,1988,29263,193,4421,2323,4,1,0
"923","FergJo00",17,40,1989,29796,196,4511,2367,4,1,0
"924","FergJo00",18,41,1990,29817,196,4519,2369,4,1,0
"925","FerrVi00",1,24,1977,83,2,15,9,0,0,0
"926","FerrVi00",2,25,1978,197,2,35,16,0,0,0
"927","FerrVi00",3,26,1979,975,7,145,69,3,2,0
"928","FerrVi00",4,27,1980,4174,37,549,309,4,2,0
"929","FerrVi00",5,28,1981,4174,37,549,309,4,2,0
"930","FerrVi00",6,29,1982,5783,46,758,427,4,2,0
"931","FerrVi00",7,30,1983,9059,68,1222,701,6,3,0
"932","FerrVi00",8,31,1984,9376,70,1288,730,6,3,0
"933","FerrVi00",9,32,1985,11053,75,1575,879,6,3,0
"934","FerrVi00",10,33,1986,11336,76,1615,902,6,3,0
"935","FiedJa00",1,28,1998,41,0,7,3,0,0,0
"936","FiedJa00",2,29,1999,697,2,101,64,0,0,0
"937","FiedJa00",3,30,2000,3099,16,458,268,2,1,0
"938","FiedJa00",4,31,2001,6389,36,908,541,3,1,0
"939","FiedJa00",5,32,2002,8413,50,1200,720,3,1,0
"940","FiedJa00",6,33,2003,10551,61,1514,899,3,1,0
"941","FiedJa00",7,34,2004,11737,68,1704,1000,3,1,0
"942","FiedJa00",8,35,2005,11844,69,1717,1008,3,1,0
"943","FinkJi00",1,24,1950,35,0,9,5,0,0,0
"944","FinkJi00",2,25,1951,236,1,33,19,0,0,0
"945","FinkJi00",3,26,1952,2543,21,369,177,0,0,1
"946","FinkJi00",4,27,1953,4027,29,661,308,0,0,1
"947","FinkJi00",5,28,1954,6030,43,967,472,0,0,1
"948","FinkJi00",6,29,1955,8300,53,1311,637,0,0,1
"949","FitzRy00",1,24,2005,777,4,135,76,0,0,0
"950","FitzRy00",2,25,2006,777,4,135,76,0,0,0
"951","FitzRy00",3,26,2007,777,4,135,76,0,0,0
"952","FitzRy00",4,27,2008,2682,12,507,297,0,0,0
"953","FitzRy00",5,28,2009,4104,21,734,424,0,0,0
"954","FitzRy00",6,29,2010,7104,44,1175,679,0,0,0
"955","FitzRy00",7,30,2011,10936,68,1744,1032,0,0,0
"956","FitzRy00",8,31,2012,14336,92,2249,1338,0,0,0
"957","FitzRy00",9,32,2013,16790,106,2599,1555,0,0,0
"958","FitzRy00",10,33,2014,19273,123,2911,1752,0,0,0
"959","FitzRy00",11,34,2015,23178,154,3473,2087,0,0,0
"960","FitzRy00",12,35,2016,25888,166,3876,2315,0,0,0
"961","FitzRy00",13,36,2017,26991,173,4039,2411,0,0,0
"962","FitzRy00",14,37,2018,29357,190,4285,2575,0,0,0
"963","FitzRy00",15,38,2019,32886,210,4787,2886,0,0,0
"964","FitzRy00",16,39,2020,34977,223,5054,3069,0,0,0
"965","FitzRy00",17,40,2021,34990,223,5060,3072,0,0,0
"966","FlacJo00",1,24,2008,2971,14,428,257,3,2,0
"967","FlacJo00",2,25,2009,6584,35,927,572,5,3,0
"968","FlacJo00",3,26,2010,10206,60,1416,878,7,4,0
"969","FlacJo00",4,27,2011,13816,80,1958,1190,9,5,0
"970","FlacJo00",5,28,2012,17633,102,2489,1507,13,9,0
"971","FlacJo00",6,29,2013,21545,121,3103,1869,13,9,0
"972","FlacJo00",7,30,2014,25531,148,3657,2213,15,10,0
"973","FlacJo00",8,31,2015,28322,162,4070,2479,15,10,0
"974","FlacJo00",9,32,2016,32639,182,4742,2915,15,10,0
"975","FlacJo00",10,33,2017,35780,200,5291,3267,15,10,0
"976","FlacJo00",11,34,2018,38245,212,5670,3499,15,10,0
"977","FlacJo00",12,35,2019,40067,218,5932,3670,15,10,0
"978","FlacJo00",13,36,2020,40931,224,6066,3744,15,10,0
"979","FlacJo00",14,37,2021,41269,227,6108,3771,15,10,0
"980","FlutDo00",1,25,1986,361,3,46,23,1,0,0
"981","FlutDo00",2,26,1987,560,4,71,38,1,0,0
"982","FlutDo00",3,27,1988,1710,12,250,130,1,0,0
"983","FlutDo00",4,28,1989,2203,14,341,166,1,0,0
"984","FlutDo00",5,29,1990,2203,14,341,166,1,0,0
"985","FlutDo00",6,30,1991,2203,14,341,166,1,0,0
"986","FlutDo00",7,31,1992,2203,14,341,166,1,0,0
"987","FlutDo00",8,32,1993,2203,14,341,166,1,0,0
"988","FlutDo00",9,33,1994,2203,14,341,166,1,0,0
"989","FlutDo00",10,34,1995,2203,14,341,166,1,0,0
"990","FlutDo00",11,35,1996,2203,14,341,166,1,0,0
"991","FlutDo00",12,36,1997,2203,14,341,166,1,0,0
"992","FlutDo00",13,37,1998,4914,34,695,368,2,0,1
"993","FlutDo00",14,38,1999,8085,53,1173,632,2,0,1
"994","FlutDo00",15,39,2000,9785,61,1404,764,2,0,1
"995","FlutDo00",16,40,2001,13249,76,1925,1058,2,0,1
"996","FlutDo00",17,41,2002,13313,76,1936,1061,2,0,1
"997","FlutDo00",18,42,2003,14410,85,2103,1152,2,0,1
"998","FlutDo00",19,43,2004,14686,86,2141,1172,2,0,1
"999","FlutDo00",20,44,2005,14715,86,2151,1177,2,0,1
"1000","FoleNi00",1,24,2012,1699,6,265,161,0,0,0
"1001","FoleNi00",2,25,2013,4590,33,582,364,1,0,1
"1002","FoleNi00",3,26,2014,6753,46,893,550,1,0,1
"1003","FoleNi00",4,27,2015,8805,53,1230,740,1,0,1
"1004","FoleNi00",5,28,2016,9215,56,1285,776,1,0,1
"1005","FoleNi00",6,29,2017,9752,61,1386,833,4,3,1
"1006","FoleNi00",7,30,2018,11165,68,1581,974,6,4,1
"1007","FoleNi00",8,31,2019,11901,71,1698,1051,6,4,1
"1008","FoleNi00",9,32,2020,13753,81,2010,1253,6,4,1
"1009","FoleNi00",10,33,2021,14003,82,2045,1277,6,4,1
"1010","FoutDa00",1,23,1973,1126,6,194,87,0,0,0
"1011","FoutDa00",2,24,1974,2858,14,431,202,0,0,0
"1012","FoutDa00",3,25,1975,4254,16,626,308,0,0,0
"1013","FoutDa00",4,26,1976,6789,30,985,516,0,0,0
"1014","FoutDa00",5,27,1977,7658,34,1094,585,0,0,0
"1015","FoutDa00",6,28,1978,10657,58,1475,809,0,0,0
"1016","FoutDa00",7,29,1979,14739,82,2005,1141,1,0,1
"1017","FoutDa00",8,30,1980,19454,112,2594,1489,3,1,2
"1018","FoutDa00",9,31,1981,24256,145,3203,1849,5,2,3
"1019","FoutDa00",10,32,1982,27139,162,3533,2053,7,3,4
"1020","FoutDa00",11,33,1983,30114,182,3873,2268,7,3,5
"1021","FoutDa00",12,34,1984,33854,201,4380,2585,7,3,5
"1022","FoutDa00",13,35,1985,37492,228,4810,2839,7,3,6
"1023","FoutDa00",14,36,1986,40523,244,5240,3091,7,3,6
"1024","FoutDa00",15,37,1987,43040,254,5604,3297,7,3,6
"1025","FreeJo00",1,22,2009,1855,10,290,158,0,0,0
"1026","FreeJo00",2,23,2010,5306,35,764,449,0,0,0
"1027","FreeJo00",3,24,2011,8898,51,1315,795,0,0,0
"1028","FreeJo00",4,25,2012,12963,78,1873,1101,0,0,0
"1029","FreeJo00",5,26,2013,13724,80,2020,1164,0,0,0
"1030","FreeJo00",6,27,2014,13724,80,2020,1164,0,0,0
"1031","FreeJo00",7,28,2015,13873,81,2048,1179,0,0,0
"1032","FrerGu00",1,24,1994,600,5,100,46,0,0,0
"1033","FrerGu00",2,25,1995,3351,18,496,245,0,0,0
"1034","FrerGu00",3,26,1996,6804,30,966,515,0,0,1
"1035","FrerGu00",4,27,1997,9486,47,1368,719,0,0,1
"1036","FrerGu00",5,28,1998,9769,48,1422,744,0,0,1
"1037","FrerGu00",6,29,1999,11886,57,1710,919,1,0,1
"1038","FrerGu00",7,30,2000,13662,66,1942,1057,2,0,1
"1039","FrerGu00",8,31,2001,13970,69,1990,1087,2,0,1
"1040","FrerGu00",9,32,2002,14407,70,2075,1131,2,0,1
"1041","FrerGu00",10,33,2003,15097,77,2140,1169,2,0,1
"1042","FrerGu00",11,34,2004,15097,77,2141,1169,2,0,1
"1043","FrerGu00",12,35,2005,18093,95,2635,1426,2,0,1
"1044","FrerGu00",13,36,2006,18120,95,2638,1427,2,0,1
"1045","FrerGu00",14,37,2007,19134,102,2805,1521,2,0,1
"1046","FrerGu00",15,38,2008,21291,114,3106,1699,2,0,1
"1047","FrieJo00",1,24,1990,98,1,22,11,0,0,0
"1048","FrieJo00",2,25,1991,2994,13,509,273,0,0,0
"1049","FrieJo00",3,26,1992,2994,13,509,273,0,0,0
"1050","FrieJo00",4,27,1993,4396,19,747,401,0,0,0
"1051","FrieJo00",5,28,1994,5662,29,927,506,0,0,0
"1052","FrieJo00",6,29,1995,6457,35,1047,570,0,0,0
"1053","FrieJo00",7,30,1996,8086,43,1258,690,0,0,0
"1054","FrieJo00",8,31,1997,8224,43,1294,705,0,0,0
"1055","FrieJo00",9,32,1998,8633,45,1343,734,0,0,0
"1056","FrieJo00",10,33,1999,8633,45,1343,734,0,0,0
"1057","FrieJo00",11,34,2000,8699,45,1364,745,0,0,0
"1058","FryeCh00",1,25,2005,1002,4,164,98,0,0,0
"1059","FryeCh00",2,26,2006,3456,14,557,350,0,0,0
"1060","FryeCh00",3,27,2007,3490,14,567,354,0,0,0
"1061","FryeCh00",4,28,2008,3573,16,590,366,0,0,0
"1062","FryeCh00",5,29,2009,4154,17,677,419,0,0,0
"1063","FullSt00",1,23,1979,1484,6,270,146,0,0,0
"1064","FullSt00",2,24,1980,3734,16,590,339,0,0,0
"1065","FullSt00",3,25,1981,4668,19,724,416,0,0,0
"1066","FullSt00",4,26,1982,5333,22,817,465,0,0,0
"1067","FullSt00",5,27,1983,5333,22,817,465,0,0,0
"1068","FullSt00",6,28,1984,5928,25,895,518,2,1,0
"1069","FullSt00",7,29,1985,6705,26,1002,571,2,1,0
"1070","FullSt00",8,30,1986,7156,28,1066,605,2,1,0
"1071","GabbBl00",1,23,2011,2214,12,413,210,0,0,0
"1072","GabbBl00",2,24,2012,3876,21,691,372,0,0,0
"1073","GabbBl00",3,25,2013,4357,22,777,414,0,0,0
"1074","GabbBl00",4,26,2014,4395,23,784,417,0,0,0
"1075","GabbBl00",5,27,2015,6426,33,1066,595,0,0,0
"1076","GabbBl00",6,28,2016,7351,38,1226,686,0,0,0
"1077","GabbBl00",7,29,2017,8437,44,1397,781,0,0,0
"1078","GabbBl00",8,30,2018,9063,48,1498,842,0,0,0
"1079","GabbBl00",9,31,2019,9063,48,1498,842,0,0,0
"1080","GabbBl00",10,32,2020,9206,50,1514,851,0,0,0
"1081","GabbBl00",11,33,2021,9273,50,1525,858,0,0,0
"1082","GabrRo00",1,23,1962,670,3,101,57,0,0,0
"1083","GabrRo00",2,24,1963,2617,11,382,187,0,0,0
"1084","GabrRo00",3,25,1964,3853,20,525,252,0,0,0
"1085","GabrRo00",4,26,1965,5174,31,698,335,0,0,0
"1086","GabrRo00",5,27,1966,7714,41,1095,552,0,0,0
"1087","GabrRo00",6,28,1967,10493,66,1466,748,1,0,1
"1088","GabrRo00",7,29,1968,12857,85,1832,932,1,0,2
"1089","GabrRo00",8,30,1969,15406,109,2231,1149,2,0,3
"1090","GabrRo00",9,31,1970,17958,125,2638,1360,2,0,3
"1091","GabrRo00",10,32,1971,20196,142,2990,1540,2,0,3
"1092","GabrRo00",11,33,1972,22223,154,3313,1705,2,0,3
"1093","GabrRo00",12,34,1973,25442,177,3773,1975,2,0,4
"1094","GabrRo00",13,35,1974,27309,186,4111,2168,2,0,4
"1095","GabrRo00",14,36,1975,28953,199,4403,2319,2,0,4
"1096","GabrRo00",15,37,1976,29429,201,4495,2365,2,0,4
"1097","GabrRo00",16,38,1977,29444,201,4498,2366,2,0,4
"1098","GannRi00",1,23,1987,18,0,6,2,0,0,0
"1099","GannRi00",2,24,1988,108,0,21,9,0,0,0
"1100","GannRi00",3,25,1989,108,0,21,9,0,0,0
"1101","GannRi00",4,26,1990,2386,16,370,191,0,0,0
"1102","GannRi00",5,27,1991,4552,28,724,402,0,0,0
"1103","GannRi00",6,28,1992,6457,40,1003,561,0,0,0
"1104","GannRi00",7,29,1993,7161,43,1128,635,0,0,0
"1105","GannRi00",8,30,1994,7161,43,1128,635,0,0,0
"1106","GannRi00",9,31,1995,7218,43,1139,642,0,0,0
"1107","GannRi00",10,32,1996,7709,49,1229,696,0,0,0
"1108","GannRi00",11,33,1997,8853,56,1404,794,0,0,0
"1109","GannRi00",12,34,1998,11158,66,1758,1000,0,0,0
"1110","GannRi00",13,35,1999,14998,90,2273,1304,0,0,1
"1111","GannRi00",14,36,2000,18428,118,2746,1588,2,1,2
"1112","GannRi00",15,37,2001,22256,145,3295,1949,4,2,3
"1113","GannRi00",16,38,2002,26945,171,3913,2367,7,4,4
"1114","GannRi00",17,39,2003,28219,177,4138,2492,7,4,4
"1115","GannRi00",18,40,2004,28743,180,4206,2533,7,4,4
"1116","GarcJe00",1,30,1999,2544,11,375,225,0,0,0
"1117","GarcJe00",2,31,2000,6822,42,936,580,0,0,1
"1118","GarcJe00",3,32,2001,10360,74,1440,896,1,0,2
"1119","GarcJe00",4,33,2002,13704,95,1968,1224,3,1,3
"1120","GarcJe00",5,34,2003,16408,113,2360,1449,3,1,3
"1121","GarcJe00",6,35,2004,18139,123,2612,1593,3,1,3
"1122","GarcJe00",7,36,2005,19076,126,2785,1695,3,1,3
"1123","GarcJe00",8,37,2006,20385,136,2973,1811,5,2,3
"1124","GarcJe00",9,38,2007,22825,149,3300,2020,6,2,4
"1125","GarcJe00",10,39,2008,25537,161,3676,2264,6,2,4
"1126","GaroJi00",1,24,2014,182,1,27,19,0,0,0
"1127","GaroJi00",2,25,2015,188,1,31,20,0,0,0
"1128","GaroJi00",3,26,2016,690,5,94,63,0,0,0
"1129","GaroJi00",4,27,2017,2250,12,272,183,0,0,0
"1130","GaroJi00",5,28,2018,2968,17,361,236,0,0,0
"1131","GaroJi00",6,29,2019,6946,44,837,565,3,2,0
"1132","GaroJi00",7,30,2020,8042,51,977,659,3,2,0
"1133","GaroJi00",8,31,2021,11852,71,1418,960,6,4,0
"1134","GarrDa00",1,25,2002,231,1,46,23,0,0,0
"1135","GarrDa00",2,26,2003,317,2,58,32,0,0,0
"1136","GarrDa00",3,27,2004,691,4,130,70,0,0,0
"1137","GarrDa00",4,28,2005,1808,8,298,168,0,0,0
"1138","GarrDa00",5,29,2006,3543,18,539,313,0,0,0
"1139","GarrDa00",6,30,2007,6052,36,864,521,2,1,0
"1140","GarrDa00",7,31,2008,9672,51,1399,856,2,1,0
"1141","GarrDa00",8,32,2009,13269,66,1915,1170,2,1,1
"1142","GarrDa00",9,33,2010,16003,89,2281,1406,2,1,1
"1143","GeorJe00",1,24,1990,2152,16,334,181,0,0,0
"1144","GeorJe00",2,25,1991,5062,26,819,473,0,0,0
"1145","GeorJe00",3,26,1992,7025,33,1125,640,0,0,0
"1146","GeorJe00",4,27,1993,9551,41,1532,874,0,0,0
"1147","GeorJe00",5,28,1994,13285,64,2056,1196,0,0,0
"1148","GeorJe00",6,29,1995,17428,88,2613,1532,1,0,0
"1149","GeorJe00",7,30,1996,18126,91,2712,1588,1,0,0
"1150","GeorJe00",8,31,1997,22043,120,3233,1878,1,0,0
"1151","GeorJe00",9,32,1998,23229,124,3402,1971,1,0,0
"1152","GeorJe00",10,33,1999,26045,147,3731,2162,3,1,0
"1153","GeorJe00",11,34,2000,27434,154,3925,2275,3,1,0
"1154","GeorJe00",12,35,2001,27602,154,3967,2298,3,1,0
"1155","GlenMi00",1,25,2013,2608,19,416,247,0,0,0
"1156","GlenMi00",2,26,2014,4025,29,619,364,0,0,0
"1157","GlenMi00",3,27,2015,4025,29,619,364,0,0,0
"1158","GlenMi00",4,28,2016,4100,30,630,374,0,0,0
"1159","GlenMi00",5,29,2017,4933,34,770,467,0,0,0
"1160","GlenMi00",6,30,2018,5107,35,791,482,0,0,0
"1161","GlenMi00",7,31,2019,5163,36,801,488,0,0,0
"1162","GlenMi00",8,32,2020,6235,43,980,599,0,0,0
"1163","GlenMi00",9,33,2021,7025,47,1147,689,0,0,0
"1164","GoffJa00",1,23,2016,1089,5,205,112,0,0,0
"1165","GoffJa00",2,24,2017,4893,33,682,408,1,0,1
"1166","GoffJa00",3,25,2018,9581,65,1243,772,4,2,2
"1167","GoffJa00",4,26,2019,14219,87,1869,1166,4,2,2
"1168","GoffJa00",5,27,2020,18171,107,2421,1536,5,2,2
"1169","GoffJa00",6,28,2021,21416,126,2915,1868,5,2,2
"1170","GradBr00",1,24,2006,1661,9,328,177,0,0,0
"1171","GradBr00",2,25,2007,1791,9,352,190,0,0,0
"1172","GradBr00",3,26,2008,1817,9,373,197,0,0,0
"1173","GradBr00",4,27,2009,2824,15,523,279,0,0,0
"1174","GradBr00",5,28,2010,3883,20,680,362,0,0,0
"1175","GradBr00",6,29,2011,3992,21,698,370,0,0,0
"1176","GradBr00",7,30,2012,4057,21,709,375,0,0,0
"1177","GrahKe00",1,25,1992,470,1,97,42,0,0,0
"1178","GrahKe00",2,26,1993,549,1,119,50,0,0,0
"1179","GrahKe00",3,27,1994,844,4,172,74,0,0,0
"1180","GrahKe00",4,28,1995,844,4,172,74,0,0,0
"1181","GrahKe00",5,29,1996,2468,16,446,220,0,0,0
"1182","GrahKe00",6,30,1997,3876,20,696,350,0,0,0
"1183","GrahKe00",7,31,1998,5095,27,901,455,0,0,0
"1184","GrahKe00",8,32,1999,6792,36,1172,615,0,0,0
"1185","GrahKe00",9,33,2000,7670,37,1320,681,0,0,0
"1186","GrahKe00",10,34,2001,7801,39,1339,694,0,0,0
"1187","GrahOt00",1,30,1950,1943,14,253,137,2,2,1
"1188","GrahOt00",2,31,1951,4148,31,518,284,3,2,2
"1189","GrahOt00",3,32,1952,6964,51,882,465,4,2,3
"1190","GrahOt00",4,33,1953,9686,62,1140,632,5,2,4
"1191","GrahOt00",5,34,1954,11778,73,1380,774,6,3,5
"1192","GrahOt00",6,35,1955,13499,88,1565,872,7,4,5
"1193","GrbaEl00",1,25,1994,393,2,50,35,0,0,0
"1194","GrbaEl00",2,26,1995,1862,10,233,162,0,0,0
"1195","GrbaEl00",3,27,1996,3098,18,430,284,0,0,0
"1196","GrbaEl00",4,28,1997,5041,29,744,463,1,0,0
"1197","GrbaEl00",5,29,1998,6183,34,932,561,1,0,0
"1198","GrbaEl00",6,30,1999,9572,56,1431,855,1,0,0
"1199","GrbaEl00",7,31,2000,13741,84,1978,1181,1,0,1
"1200","GrbaEl00",8,32,2001,16774,99,2445,1446,3,1,1
"1201","GreeTr00",1,28,1997,0,0,1,0,0,0,0
"1202","GreeTr00",2,29,1998,3441,23,510,278,0,0,0
"1203","GreeTr00",3,30,1999,3441,23,510,278,0,0,0
"1204","GreeTr00",4,31,2000,5504,39,750,423,0,0,0
"1205","GreeTr00",5,32,2001,9287,56,1273,719,0,0,0
"1206","GreeTr00",6,33,2002,12977,82,1743,1006,0,0,0
"1207","GreeTr00",7,34,2003,17016,106,2266,1336,1,0,1
"1208","GreeTr00",8,35,2004,21607,133,2822,1705,1,0,1
"1209","GreeTr00",9,36,2005,25621,150,3329,2022,1,0,2
"1210","GreeTr00",10,37,2006,26963,157,3527,2143,2,0,2
"1211","GreeTr00",11,38,2007,27950,162,3668,2228,2,0,2
"1212","GreeTr00",12,39,2008,28475,162,3740,2266,2,0,2
"1213","GrieBo00",1,26,1970,2019,12,245,142,1,0,1
"1214","GrieBo00",2,27,1971,4108,31,508,287,4,2,2
"1215","GrieBo00",3,28,1972,4746,35,605,340,5,3,2
"1216","GrieBo00",4,29,1973,6168,52,823,456,8,6,3
"1217","GrieBo00",5,30,1974,8136,68,1076,608,9,6,4
"1218","GrieBo00",6,31,1975,9829,82,1267,726,9,6,4
"1219","GrieBo00",7,32,1976,11926,93,1539,888,9,6,4
"1220","GrieBo00",8,33,1977,14178,115,1846,1068,9,6,5
"1221","GrieBo00",9,34,1978,15969,126,2081,1216,10,6,6
"1222","GrieBo00",10,35,1979,18129,140,2391,1392,11,6,6
"1223","GrieBo00",11,36,1980,18919,146,2491,1453,11,6,6
"1224","GrieBr00",1,24,1998,2,0,3,1,0,0,0
"1225","GrieBr00",2,25,1999,3034,14,455,262,0,0,0
"1226","GrieBr00",3,26,2000,5722,33,791,478,0,0,1
"1227","GrieBr00",4,27,2001,8549,56,1242,753,0,0,1
"1228","GrieBr00",5,28,2002,11763,71,1678,1044,0,0,1
"1229","GrieBr00",6,29,2003,12576,76,1808,1118,0,0,1
"1230","GrieBr00",7,30,2004,15208,96,2144,1351,0,0,1
"1231","GrieBr00",8,31,2005,16344,103,2318,1463,0,0,1
"1232","GrieBr00",9,32,2006,16564,104,2350,1481,0,0,1
"1233","GrieBr00",10,33,2007,18367,114,2612,1642,0,0,1
"1234","GrieBr00",11,34,2008,19440,119,2796,1752,0,0,1
"1235","GrifRo01",1,23,2012,3200,20,393,258,1,0,1
"1236","GrifRo01",2,24,2013,6403,36,849,532,1,0,1
"1237","GrifRo01",3,25,2014,8097,40,1063,679,1,0,1
"1238","GrifRo01",4,26,2015,8097,40,1063,679,1,0,1
"1239","GrifRo01",5,27,2016,8983,42,1210,766,1,0,1
"1240","GrifRo01",6,28,2017,8983,42,1210,766,1,0,1
"1241","GrifRo01",7,29,2018,9004,42,1216,768,1,0,1
"1242","GrifRo01",8,30,2019,9229,43,1254,791,1,0,1
"1243","GrifRo01",9,31,2020,9271,43,1268,799,1,0,1
"1244","GrogSt00",1,23,1975,1976,11,274,139,0,0,0
"1245","GrogSt00",2,24,1976,3879,29,576,284,1,0,0
"1246","GrogSt00",3,25,1977,6041,46,881,444,1,0,0
"1247","GrogSt00",4,26,1978,8865,61,1243,625,2,0,0
"1248","GrogSt00",5,27,1979,12151,89,1666,831,2,0,0
"1249","GrogSt00",6,28,1980,14626,107,1972,1006,2,0,0
"1250","GrogSt00",7,29,1981,16485,114,2188,1123,2,0,0
"1251","GrogSt00",8,30,1982,17415,121,2310,1189,3,0,0
"1252","GrogSt00",9,31,1983,19826,136,2613,1357,3,0,0
"1253","GrogSt00",10,32,1984,20270,139,2681,1389,3,0,0
"1254","GrogSt00",11,33,1985,21581,146,2837,1474,3,0,0
"1255","GrogSt00",12,34,1986,22557,155,2939,1536,3,0,0
"1256","GrogSt00",13,35,1987,23740,165,3100,1629,3,0,0
"1257","GrogSt00",14,36,1988,24574,169,3240,1696,3,0,0
"1258","GrogSt00",15,37,1989,26271,178,3501,1829,3,0,0
"1259","GrogSt00",16,38,1990,26886,182,3593,1879,3,0,0
"1260","GrosRe00",1,24,2003,437,2,72,38,0,0,0
"1261","GrosRe00",2,25,2004,1044,3,156,85,0,0,0
"1262","GrosRe00",3,26,2005,1303,4,195,105,1,0,0
"1263","GrosRe00",4,27,2006,4496,27,675,367,4,2,0
"1264","GrosRe00",5,28,2007,5907,31,900,489,4,2,0
"1265","GrosRe00",6,29,2008,6164,33,962,521,4,2,0
"1266","GrosRe00",7,30,2009,6197,33,971,524,4,2,0
"1267","GrosRe00",8,31,2010,7081,40,1104,598,4,2,0
"1268","GrosRe00",9,32,2011,10232,56,1562,863,4,2,0
"1269","GuglRa00",1,23,1955,242,2,62,20,0,0,0
"1270","GuglRa00",2,24,1956,242,2,62,20,0,0,0
"1271","GuglRa00",3,25,1957,242,2,62,20,0,0,0
"1272","GuglRa00",4,26,1958,700,4,143,54,0,0,0
"1273","GuglRa00",5,27,1959,1317,8,232,90,0,0,0
"1274","GuglRa00",6,28,1960,2864,17,455,215,0,0,0
"1275","GuglRa00",7,29,1961,3791,22,571,271,0,0,0
"1276","GuglRa00",8,30,1962,4001,24,602,285,0,0,0
"1277","GuglRa00",9,31,1963,4119,24,626,292,0,0,0
"1278","HadePa00",1,24,1976,896,8,105,60,2,1,0
"1279","HadePa00",2,25,1977,2447,19,321,182,3,1,1
"1280","HadePa00",3,26,1978,5442,32,765,411,5,2,1
"1281","HadePa00",4,27,1979,7296,43,1055,574,5,2,1
"1282","HadePa00",5,28,1980,7481,43,1096,593,5,2,1
"1283","HadePa00",6,29,1981,9296,52,1363,731,5,2,1
"1284","HadlJo00",1,31,1970,2388,22,327,162,0,0,0
"1285","HadlJo00",2,32,1971,5463,43,758,395,0,0,0
"1286","HadlJo00",3,33,1972,7912,58,1128,585,0,0,1
"1287","HadlJo00",4,34,1973,9920,80,1386,720,1,0,2
"1288","HadlJo00",5,35,1974,11672,88,1685,862,1,0,2
"1289","HadlJo00",6,36,1975,13767,94,2038,1053,1,0,2
"1290","HadlJo00",7,37,1976,14401,101,2151,1113,1,0,2
"1291","HadlJo00",8,38,1977,14477,101,2175,1124,1,0,2
"1292","HarbJi00",1,25,1987,62,0,11,8,0,0,0
"1293","HarbJi00",2,26,1988,576,0,108,55,0,0,0
"1294","HarbJi00",3,27,1989,1780,5,286,166,0,0,0
"1295","HarbJi00",4,28,1990,3958,15,598,346,0,0,0
"1296","HarbJi00",5,29,1991,7079,30,1076,621,1,0,0
"1297","HarbJi00",6,30,1992,9565,43,1434,823,1,0,0
"1298","HarbJi00",7,31,1993,11567,50,1759,1023,1,0,0
"1299","HarbJi00",8,32,1994,13007,59,1961,1148,1,0,0
"1300","HarbJi00",9,33,1995,15582,76,2275,1348,4,2,1
"1301","HarbJi00",10,34,1996,18212,89,2680,1580,5,2,1
"1302","HarbJi00",11,35,1997,20272,99,2989,1769,5,2,1
"1303","HarbJi00",12,36,1998,22111,111,3282,1933,5,2,1
"1304","HarbJi00",13,37,1999,24872,121,3716,2182,5,2,1
"1305","HarbJi00",14,38,2000,26288,129,3918,2305,5,2,1
"1306","HarrJa01",1,24,1970,338,3,50,24,0,0,0
"1307","HarrJa01",2,25,1971,850,4,153,75,0,0,0
"1308","HarrJa01",3,26,1972,850,4,153,75,0,0,0
"1309","HarrJa01",4,27,1973,918,4,164,82,0,0,0
"1310","HarrJa01",5,28,1974,2462,15,362,188,2,1,1
